Initializing POSE...  
11 24550 24575
11 24575 24600
11 24600 24625
11 24625 24650
11 24650 24675
11 24675 24700
11 24700 24715
11 24715 24730
11 24730 24755
11 24755 24780
11 24780 24805
11 24805 24820
11 24820 24835
11 24835 24860
11 24860 24885
11 24885 24900
11 24900 24925
15 24705 24730
15 24730 24755
15 24820 24845
2 24810 24835
8 24450 24465
8 24465 24490
8 24490 24515
8 24515 24530
8 24530 24555
8 24555 24580
8 24580 24605
8 24605 24620
8 24620 24645
8 24645 24670
8 24670 24695
8 24695 24710
8 24710 24735
8 24735 24760
8 24760 24785
8 24785 24800
8 24800 24825
8 24825 24850
8 24850 24875
8 24875 24890
8 24890 24905
8 24905 24930
8 24930 24955
8 24955 24980
8 24980 25005
8 25005 25030
8 25030 25055
8 25055 25070
12 24790 24815
1 24735 24750
1 24750 24775
1 24775 24800
1 24800 24815
1 24815 24830
1 24830 24855
1 24855 24870
1 24870 24895
1 24895 24920
1 24920 24945
1 24945 24970
1 24970 24985
1 24985 25010
1 25010 25025
1 25025 25050
1 25050 25065
1 25065 25080
1 25080 25105
1 25105 25120
1 25120 25145
1 25145 25170
5 24495 24510
5 24510 24535
5 24535 24560
5 24560 24585
5 24585 24610
5 24610 24635
5 24635 24650
5 24650 24665
5 24665 24680
5 24680 24695
5 24695 24720
5 24720 24735
5 24735 24760
5 24760 24775
5 24775 24790
5 24790 24805
5 24805 24820
5 24820 24835
5 24835 24850
5 24850 24875
5 24875 24890
5 24890 24915
5 24915 24930
5 24930 24955
5 24955 24980
5 24980 25005
5 25005 25030
5 25030 25045
5 25045 25070
5 25070 25085
5 25085 25110
5 25110 25135
6 24720 24735
6 24735 24760
6 24760 24785
6 24785 24810
6 24810 24835
6 24860 24875
6 24875 24890
6 24890 24905
6 24905 24920
6 24920 24935
6 24935 24960
6 24960 24985
6 24985 25010
6 25010 25035
6 25035 25060
6 25060 25085
6 25110 25125
9 24890 24915
9 24915 24930
9 24930 24945
9 24945 24960
9 24960 24985
9 24985 25010
9 25060 25085
7 24740 24765
7 24765 24790
7 24790 24815
7 24815 24840
7 24840 24865
7 24865 24890
7 24890 24905
7 24905 24920
7 24920 24935
7 24935 24950
7 24950 24975
7 24975 24990
7 24990 25015
7 25015 25030
7 25030 25045
7 25045 25060
7 25060 25085
7 25085 25100
7 25100 25125
7 25125 25150
7 25150 25165
7 25165 25190
7 25190 25215
7 25215 25240
7 25240 25255
7 25255 25280
12 25110 25135
12 25230 25255
12 25255 25270
2 25105 25120
2 25120 25145
2 25145 25170
2 25170 25195
2 25260 25285
2 25285 25300
2 25300 25325
2 25325 25350
9 25205 25230
9 25230 25255
14 25215 25240
6 25125 25140
6 25140 25165
6 25245 25260
6 25260 25275
6 25275 25300
6 25300 25315
6 25315 25330
6 25330 25345
6 25345 25370
6 25370 25395
6 25395 25420
6 25435 25460
10 24745 24770
10 24770 24795
10 24795 24820
10 24820 24845
10 24845 24870
10 24870 24895
10 24895 24920
10 24920 24935
10 24935 24960
10 24960 24985
10 24985 25010
10 25010 25035
10 25035 25060
10 25060 25085
10 25085 25110
10 25110 25135
10 25135 25160
10 25160 25185
10 25185 25200
10 25200 25215
10 25215 25230
10 25230 25245
10 25245 25270
10 25270 25285
10 25285 25310
10 25310 25335
10 25335 25360
10 25360 25385
10 25385 25400
10 25400 25415
10 25415 25440
10 25440 25465
10 25465 25490
10 25490 25505
15 25260 25285
15 25320 25345
15 25435 25460
11 24925 24950
11 24950 24975
11 24975 25000
11 25000 25025
11 25025 25050
11 25050 25075
11 25075 25100
11 25100 25115
11 25115 25130
11 25130 25155
11 25155 25180
11 25180 25205
11 25205 25230
11 25230 25255
11 25255 25270
11 25270 25295
11 25295 25320
11 25320 25335
11 25335 25360
11 25360 25385
11 25385 25410
11 25410 25435
11 25435 25450
11 25450 25475
11 25475 25500
11 25500 25515
11 25515 25540
11 25540 25565
12 25270 25295
12 25295 25320
12 25400 25425
12 25455 25480
2 25435 25460
1 25170 25195
1 25195 25220
1 25220 25245
1 25245 25260
1 25260 25275
1 25275 25290
1 25290 25315
1 25315 25340
1 25340 25365
1 25365 25390
1 25390 25415
1 25415 25430
1 25430 25445
1 25445 25470
1 25470 25485
1 25485 25510
1 25510 25535
1 25535 25560
1 25560 25585
1 25585 25610
1 25610 25625
1 25625 25640
1 25640 25655
1 25655 25670
8 25070 25085
8 25085 25110
8 25110 25125
8 25125 25150
8 25150 25175
8 25175 25200
8 25200 25225
8 25225 25240
8 25240 25255
8 25255 25280
8 25280 25305
8 25305 25330
8 25330 25355
8 25355 25370
8 25370 25395
8 25395 25410
8 25410 25435
8 25435 25450
8 25450 25465
8 25465 25480
8 25480 25505
8 25505 25530
8 25530 25545
8 25545 25570
8 25570 25595
8 25595 25620
8 25620 25645
8 25645 25670
8 25670 25695
9 25470 25485
9 25485 25510
9 25510 25535
9 25535 25560
9 25560 25575
9 25575 25600
9 25600 25625
9 25625 25650
5 25135 25160
5 25160 25185
5 25185 25210
5 25210 25225
5 25225 25240
5 25240 25265
5 25265 25290
5 25290 25305
5 25305 25330
5 25330 25355
5 25355 25380
5 25380 25405
5 25405 25430
5 25430 25455
5 25455 25480
5 25480 25505
5 25505 25530
5 25530 25555
5 25555 25580
5 25580 25605
5 25605 25620
5 25620 25635
5 25635 25660
5 25660 25685
5 25685 25710
5 25710 25735
5 25735 25750
5 25750 25775
6 25555 25580
6 25595 25610
6 25610 25635
6 25635 25660
6 25660 25675
6 25675 25700
6 25700 25725
6 25725 25750
6 25750 25765
6 25765 25780
6 25780 25795
6 25795 25810
6 25810 25825
6 25825 25850
7 25280 25295
7 25295 25320
7 25320 25345
7 25345 25360
7 25360 25385
7 25385 25410
7 25410 25435
7 25435 25460
7 25460 25485
7 25485 25510
7 25510 25535
7 25535 25550
7 25550 25565
7 25565 25590
7 25590 25605
7 25605 25630
7 25630 25655
7 25655 25680
7 25680 25705
7 25705 25720
7 25720 25735
7 25735 25750
7 25750 25765
7 25765 25780
7 25780 25795
7 25795 25810
7 25810 25835
7 25835 25860
11 25625 25650
11 25690 25715
9 25850 25875
9 25985 26010
1 25670 25685
1 25685 25700
1 25700 25715
1 25715 25740
1 25740 25755
1 25755 25770
1 25770 25785
1 25785 25800
1 25800 25825
1 25825 25840
1 25840 25855
1 25855 25880
1 25880 25895
1 25895 25910
1 25910 25935
1 25935 25960
1 25960 25985
1 25985 26010
1 26010 26035
1 26035 26050
11 25945 25970
12 25850 25875
12 26045 26070
6 25850 25875
6 25875 25900
6 25900 25915
6 25915 25930
6 25930 25945
6 25945 25960
6 25960 25985
6 25985 26000
6 26000 26025
6 26025 26050
6 26080 26105
6 26120 26135
6 26135 26150
6 26150 26165
6 26165 26180
6 26180 26205
6 26205 26230
6 26230 26255
6 26255 26280
9 26030 26055
9 26110 26135
9 26285 26300
12 26195 26220
12 26310 26335
2 26300 26325
10 25505 25530
10 25530 25555
10 25555 25580
10 25580 25605
10 25605 25620
10 25620 25635
10 25635 25660
10 25660 25685
10 25685 25700
10 25700 25725
10 25725 25750
10 25750 25775
10 25775 25800
10 25800 25825
10 25825 25850
10 25850 25865
10 25865 25890
10 25890 25915
10 25915 25940
10 25940 25955
10 25955 25980
10 25980 26005
10 26005 26030
10 26030 26055
10 26055 26080
10 26080 26105
10 26105 26130
10 26130 26155
10 26155 26180
10 26180 26205
10 26205 26230
10 26230 26255
10 26255 26280
10 26280 26295
10 26295 26310
10 26310 26335
10 26335 26350
10 26350 26375
5 25775 25790
5 25790 25815
5 25815 25840
5 25840 25865
5 25865 25890
5 25890 25915
5 25915 25940
5 25940 25955
5 25955 25980
5 25980 26005
5 26005 26020
5 26020 26045
5 26045 26070
5 26070 26095
5 26095 26120
5 26120 26145
5 26145 26160
5 26160 26185
5 26185 26210
5 26210 26235
5 26235 26250
5 26250 26275
5 26275 26300
5 26300 26325
5 26325 26350
5 26350 26375
5 26375 26400
5 26400 26415
7 25860 25885
7 25885 25900
7 25900 25925
7 25925 25950
7 25950 25965
7 25965 25990
7 25990 26005
7 26005 26030
7 26030 26045
7 26045 26060
7 26060 26085
7 26085 26100
7 26100 26125
7 26125 26140
7 26140 26165
7 26165 26180
7 26180 26195
7 26195 26210
7 26210 26235
7 26235 26260
7 26260 26285
7 26285 26300
7 26300 26315
7 26315 26340
7 26340 26365
7 26365 26390
7 26390 26415
7 26415 26440
8 25695 25720
8 25720 25745
8 25745 25770
8 25770 25795
8 25795 25820
8 25820 25845
8 25845 25860
8 25860 25885
8 25885 25910
8 25910 25935
8 25935 25960
8 25960 25985
8 25985 26000
8 26000 26025
8 26025 26040
8 26040 26055
8 26055 26080
8 26080 26105
8 26105 26120
8 26120 26145
8 26145 26170
8 26170 26195
8 26195 26210
8 26210 26235
8 26235 26260
8 26260 26285
8 26285 26310
8 26310 26325
8 26325 26350
8 26350 26375
8 26375 26400
8 26400 26425
11 26195 26220
11 26300 26325
11 26325 26350
11 26350 26375
14 26285 26310
1 26050 26075
1 26075 26090
1 26090 26115
1 26115 26130
1 26130 26145
1 26145 26170
1 26170 26185
1 26185 26210
1 26210 26235
1 26235 26260
1 26260 26285
1 26285 26310
1 26310 26335
1 26335 26360
1 26360 26375
1 26375 26400
1 26400 26415
1 26415 26440
1 26440 26465
1 26465 26480
1 26480 26495
1 26495 26510
1 26510 26525
1 26525 26540
9 26300 26325
9 26325 26350
2 26505 26530
6 26280 26305
6 26305 26320
6 26320 26335
6 26335 26360
6 26360 26385
6 26450 26465
6 26465 26490
6 26490 26515
6 26515 26530
6 26530 26545
6 26545 26570
6 26570 26585
6 26585 26600
6 26600 26625
12 26430 26455
11 26430 26455
11 26505 26530
14 26570 26595
9 26570 26595
9 26615 26640
9 26775 26800
2 26830 26855
11 26760 26785
14 26830 26855
6 26705 26730
6 26730 26745
6 26745 26770
6 26770 26795
6 26795 26820
6 26820 26845
6 26845 26870
6 26870 26895
7 26440 26465
7 26465 26490
7 26490 26505
7 26505 26530
7 26530 26545
7 26545 26570
7 26570 26595
7 26595 26620
7 26620 26645
7 26645 26660
7 26660 26685
7 26685 26710
7 26710 26725
7 26725 26740
7 26740 26755
7 26755 26780
7 26780 26795
7 26795 26810
7 26810 26825
7 26825 26840
7 26840 26865
7 26865 26890
7 26890 26915
7 26915 26930
7 26930 26955
7 26955 26970
7 26970 26995
1 26540 26565
1 26565 26580
1 26580 26605
1 26605 26630
1 26630 26655
1 26655 26680
1 26680 26705
1 26705 26720
1 26720 26745
1 26745 26770
1 26770 26785
1 26785 26810
1 26810 26835
1 26835 26860
1 26860 26885
1 26885 26910
1 26910 26935
1 26935 26960
1 26960 26985
1 26985 27000
1 27000 27015
1 27015 27030
1 27030 27055
1 27055 27070
5 26415 26430
5 26430 26445
5 26445 26460
5 26460 26475
5 26475 26490
5 26490 26505
5 26505 26530
5 26530 26555
5 26555 26570
5 26570 26595
5 26595 26620
5 26620 26635
5 26635 26660
5 26660 26685
5 26685 26700
5 26700 26725
5 26725 26750
5 26750 26775
5 26775 26790
5 26790 26815
5 26815 26840
5 26840 26855
5 26855 26880
5 26880 26905
5 26905 26930
5 26930 26955
5 26955 26970
5 26970 26995
5 26995 27020
5 27020 27045
12 26985 27010
11 26985 27010
8 26425 26440
8 26440 26465
8 26465 26490
8 26490 26515
8 26515 26540
8 26540 26565
8 26565 26590
8 26590 26615
8 26615 26630
8 26630 26655
8 26655 26680
8 26680 26705
8 26705 26730
8 26730 26755
8 26755 26770
8 26770 26785
8 26785 26810
8 26810 26835
8 26835 26860
8 26860 26885
8 26885 26910
8 26910 26935
8 26935 26960
8 26960 26985
8 26985 27000
8 27000 27025
8 27025 27050
8 27050 27075
8 27075 27100
8 27100 27115
8 27115 27140
8 27140 27165
8 27165 27190
8 27190 27215
8 27215 27240
10 26375 26400
10 26400 26425
10 26425 26450
10 26450 26475
10 26475 26500
10 26500 26515
10 26515 26540
10 26540 26565
10 26565 26580
10 26580 26605
10 26605 26630
10 26630 26655
10 26655 26680
10 26680 26705
10 26705 26730
10 26730 26755
10 26755 26780
10 26780 26805
10 26805 26830
10 26830 26845
10 26845 26870
10 26870 26895
10 26895 26920
10 26920 26945
10 26945 26970
10 26970 26995
10 26995 27020
10 27020 27045
10 27045 27070
10 27070 27095
10 27095 27110
10 27110 27135
10 27135 27160
10 27160 27185
10 27185 27210
10 27210 27225
10 27225 27250
12 27240 27265
12 27265 27290
13 27340 27365
2 27210 27235
2 27340 27365
6 27000 27015
6 27015 27040
6 27040 27065
6 27065 27090
6 27090 27115
6 27115 27140
6 27140 27155
6 27155 27180
6 27180 27205
6 27230 27255
6 27255 27280
6 27295 27320
6 27335 27360
6 27390 27415
9 27095 27120
9 27120 27145
9 27325 27340
9 27340 27355
9 27355 27380
9 27380 27405
1 27070 27095
1 27095 27110
1 27110 27125
1 27125 27140
1 27140 27165
1 27165 27190
1 27190 27215
1 27215 27240
1 27240 27265
1 27265 27290
1 27290 27315
1 27315 27340
1 27340 27355
1 27355 27380
1 27380 27395
1 27395 27420
1 27420 27445
1 27445 27460
1 27460 27485
1 27485 27510
11 27210 27235
11 27240 27265
11 27380 27395
11 27395 27410
11 27410 27435
7 26995 27010
7 27010 27025
7 27025 27050
7 27050 27075
7 27075 27090
7 27090 27105
7 27105 27120
7 27120 27145
7 27145 27170
7 27170 27195
7 27195 27210
7 27210 27225
7 27225 27240
7 27240 27255
7 27255 27280
7 27280 27295
7 27295 27320
7 27320 27335
7 27335 27360
7 27360 27385
7 27385 27400
7 27400 27415
7 27415 27440
7 27440 27455
7 27455 27470
7 27470 27485
7 27485 27500
2 27450 27475
12 27380 27395
12 27395 27420
12 27420 27445
12 27445 27460
12 27460 27485
12 27580 27605
12 27610 27635
5 27045 27060
5 27060 27085
5 27085 27110
5 27110 27135
5 27135 27160
5 27160 27185
5 27185 27210
5 27210 27235
5 27235 27250
5 27250 27265
5 27265 27280
5 27280 27295
5 27295 27310
5 27310 27335
5 27335 27350
5 27350 27375
5 27375 27400
5 27400 27425
5 27425 27450
5 27450 27465
5 27465 27490
5 27490 27505
5 27505 27530
5 27530 27545
5 27545 27560
5 27560 27575
5 27575 27600
5 27600 27625
5 27625 27650
5 27650 27665
5 27665 27690
5 27690 27715
5 27715 27730
9 27405 27430
9 27495 27520
9 27540 27565
9 27595 27620
9 27650 27675
9 27705 27730
6 27460 27485
6 27530 27555
6 27555 27580
6 27580 27605
6 27635 27660
6 27660 27675
6 27675 27700
6 27700 27725
6 27725 27750
11 27475 27500
11 27500 27515
11 27515 27540
11 27540 27565
11 27565 27580
11 27580 27605
11 27605 27630
11 27630 27655
11 27690 27715
2 27825 27850
8 27240 27255
8 27255 27270
8 27270 27295
8 27295 27320
8 27320 27335
8 27335 27360
8 27360 27375
8 27375 27390
8 27390 27415
8 27415 27430
8 27430 27445
8 27445 27470
8 27470 27485
8 27485 27510
8 27510 27535
8 27535 27550
8 27550 27575
8 27575 27590
8 27590 27605
8 27605 27620
8 27620 27645
8 27645 27660
8 27660 27685
8 27685 27700
8 27700 27715
8 27715 27740
8 27740 27765
8 27765 27790
8 27790 27815
1 27510 27535
1 27535 27560
1 27560 27575
1 27575 27600
1 27600 27625
1 27625 27650
1 27650 27665
1 27665 27690
1 27690 27715
1 27715 27740
1 27740 27765
1 27765 27790
1 27790 27815
1 27815 27830
1 27830 27845
1 27845 27860
1 27860 27875
1 27875 27900
1 27900 27915
1 27915 27930
1 27930 27945
14 27820 27835
14 27835 27860
14 27860 27885
14 27935 27960
7 27500 27525
7 27525 27540
7 27540 27555
7 27555 27580
7 27580 27605
7 27605 27630
7 27630 27645
7 27645 27670
7 27670 27685
7 27685 27700
7 27700 27715
7 27715 27730
7 27730 27755
7 27755 27770
7 27770 27795
7 27795 27810
7 27810 27835
7 27835 27860
7 27860 27885
7 27885 27910
7 27910 27935
7 27935 27960
7 27960 27975
7 27975 28000
7 28000 28025
7 28025 28050
10 27250 27275
10 27275 27300
10 27300 27325
10 27325 27350
10 27350 27375
10 27375 27400
10 27400 27425
10 27425 27450
10 27450 27475
10 27475 27490
10 27490 27505
10 27505 27530
10 27530 27555
10 27555 27570
10 27570 27595
10 27595 27620
10 27620 27645
10 27645 27670
10 27670 27695
10 27695 27720
10 27720 27745
10 27745 27770
10 27770 27795
10 27795 27820
10 27820 27835
10 27835 27860
10 27860 27885
10 27885 27910
10 27910 27935
10 27935 27950
10 27950 27975
10 27975 28000
10 28000 28015
10 28015 28040
6 27830 27845
6 27845 27870
6 27870 27895
6 27930 27955
6 27955 27980
6 28005 28020
6 28020 28045
6 28045 28070
6 28070 28095
11 28005 28030
8 27850 27875
8 27905 27930
8 28045 28070
2 27935 27960
2 28005 28030
9 28045 28070
9 28175 28200
1 27945 27960
1 27960 27985
1 27985 28000
1 28000 28015
1 28015 28040
1 28040 28065
1 28065 28090
1 28090 28115
1 28115 28130
1 28130 28155
1 28155 28170
1 28170 28195
1 28195 28210
1 28210 28225
1 28225 28250
1 28250 28275
1 28275 28290
1 28290 28305
1 28305 28320
1 28320 28335
1 28335 28360
1 28360 28375
1 28375 28400
5 27730 27745
5 27745 27770
5 27770 27785
5 27785 27810
5 27810 27835
5 27835 27860
5 27860 27885
5 27885 27910
5 27910 27935
5 27935 27960
5 27960 27985
5 27985 28010
5 28010 28025
5 28025 28040
5 28040 28065
5 28065 28090
5 28090 28115
5 28115 28130
5 28130 28145
5 28145 28170
5 28170 28195
5 28195 28220
5 28220 28245
5 28245 28270
5 28270 28295
5 28295 28310
5 28310 28335
5 28335 28360
5 28360 28385
10 28040 28055
10 28055 28080
10 28080 28105
10 28105 28130
10 28130 28155
8 28160 28175
8 28175 28190
8 28190 28215
8 28295 28320
8 28325 28350
8 28360 28385
6 28120 28145
6 28145 28170
6 28170 28195
6 28195 28220
6 28220 28235
6 28235 28250
6 28250 28275
6 28275 28300
6 28300 28325
6 28325 28350
6 28350 28375
6 28380 28405
6 28430 28445
6 28445 28470
6 28470 28495
6 28495 28520
6 28520 28535
6 28535 28560
6 28560 28585
7 28050 28075
7 28075 28090
7 28090 28115
7 28115 28130
7 28130 28155
7 28155 28170
7 28170 28195
7 28195 28210
7 28210 28235
7 28235 28250
7 28250 28265
7 28265 28290
7 28290 28305
7 28305 28320
7 28320 28335
7 28335 28350
7 28350 28375
7 28375 28390
7 28390 28415
7 28415 28440
7 28440 28455
7 28455 28480
7 28480 28495
7 28495 28520
7 28520 28545
7 28545 28570
7 28570 28595
7 28595 28610
8 28635 28650
8 28650 28665
8 28665 28680
9 28675 28700
9 28700 28715
11 28655 28670
11 28670 28685
11 28685 28710
11 28710 28735
1 28400 28425
1 28425 28440
1 28440 28465
1 28465 28490
1 28490 28515
1 28515 28540
1 28540 28565
1 28565 28590
1 28590 28615
1 28615 28630
1 28630 28645
1 28645 28660
1 28660 28685
1 28685 28710
1 28710 28735
1 28735 28760
1 28760 28785
1 28785 28800
1 28800 28825
1 28825 28840
1 28840 28855
1 28855 28870
1 28870 28885
1 28885 28900
1 28900 28915
2 28675 28700
2 28700 28725
10 28655 28670
10 28670 28685
10 28685 28700
10 28700 28725
12 28700 28725
15 28675 28700
5 28385 28410
5 28410 28435
5 28435 28460
5 28460 28475
5 28475 28500
5 28500 28515
5 28515 28530
5 28530 28555
5 28555 28580
5 28580 28605
5 28605 28620
5 28620 28645
5 28645 28670
5 28670 28685
5 28685 28700
5 28700 28725
5 28725 28750
5 28750 28775
5 28775 28800
5 28800 28825
5 28825 28850
5 28850 28875
5 28875 28900
5 28900 28925
5 28925 28940
5 28940 28955
5 28955 28970
6 28600 28625
6 28625 28640
6 28640 28665
6 28665 28690
6 28690 28715
6 28715 28740
6 28740 28765
6 28790 28815
6 28815 28840
6 28845 28860
6 28860 28875
6 28875 28900
6 28900 28925
6 28940 28955
6 28955 28980
6 28980 29005
8 28680 28695
8 28695 28710
8 28710 28725
8 28725 28750
8 28750 28775
8 28890 28905
8 28905 28920
8 28920 28945
8 28945 28970
9 28715 28740
9 28740 28765
11 28910 28935
7 28610 28635
7 28635 28650
7 28650 28665
7 28665 28690
7 28690 28715
7 28715 28740
7 28740 28765
7 28765 28790
7 28790 28805
7 28805 28820
7 28820 28835
7 28835 28860
7 28860 28885
7 28885 28900
7 28900 28915
7 28915 28940
7 28940 28965
7 28965 28990
7 28990 29015
7 29015 29040
7 29040 29065
7 29065 29080
7 29080 29105
10 28910 28935
12 29075 29090
12 29090 29115
12 29115 29140
9 29200 29225
1 28915 28930
1 28930 28955
1 28955 28980
1 28980 29005
1 29005 29030
1 29030 29055
1 29055 29070
1 29070 29085
1 29085 29110
1 29110 29135
1 29135 29160
1 29160 29175
1 29175 29190
1 29190 29205
1 29205 29220
1 29220 29245
1 29245 29260
1 29260 29285
1 29285 29310
8 29055 29070
8 29070 29085
8 29085 29100
8 29100 29125
8 29125 29150
8 29180 29195
8 29195 29210
8 29210 29225
8 29225 29250
8 29250 29275
6 29015 29030
6 29030 29055
6 29055 29080
6 29080 29105
6 29105 29120
6 29120 29135
6 29135 29160
6 29160 29175
6 29175 29190
6 29190 29205
6 29205 29220
6 29220 29245
6 29245 29270
6 29270 29285
6 29285 29310
6 29310 29325
6 29325 29340
6 29340 29365
6 29365 29380
6 29380 29405
5 28970 28985
5 28985 29010
5 29010 29025
5 29025 29040
5 29040 29055
5 29055 29070
5 29070 29095
5 29095 29110
5 29110 29135
5 29135 29160
5 29160 29185
5 29185 29210
5 29210 29235
5 29235 29260
5 29260 29285
5 29285 29310
5 29310 29325
5 29325 29340
5 29340 29365
5 29365 29380
5 29380 29405
5 29405 29430
5 29430 29455
5 29455 29480
5 29480 29505
5 29505 29520
5 29520 29545
5 29545 29570
7 29105 29120
7 29120 29135
7 29135 29150
7 29150 29165
7 29165 29190
7 29190 29215
7 29215 29240
7 29240 29255
7 29255 29270
7 29270 29295
7 29295 29310
7 29310 29335
7 29335 29360
7 29360 29375
7 29375 29400
7 29400 29415
7 29415 29440
7 29440 29465
7 29465 29490
7 29490 29505
7 29505 29520
7 29520 29535
7 29535 29560
7 29560 29575
8 29535 29560
1 29310 29325
1 29325 29350
1 29350 29365
1 29365 29390
1 29390 29415
1 29415 29440
1 29440 29465
1 29465 29490
1 29490 29515
1 29515 29530
1 29530 29545
1 29545 29560
1 29560 29575
1 29575 29590
1 29590 29615
1 29615 29640
1 29640 29665
1 29665 29690
6 29405 29420
6 29420 29445
6 29550 29575
6 29595 29610
6 29610 29625
6 29625 29650
6 29650 29665
6 29665 29690
6 29690 29715
8 29580 29605
8 29760 29775
8 29775 29790
8 29790 29815
12 29775 29800
6 29840 29865
6 29865 29880
6 29880 29905
6 29905 29930
6 29930 29945
6 29945 29970
6 29970 29995
6 30000 30025
6 30025 30050
7 29575 29590
7 29590 29605
7 29605 29620
7 29620 29635
7 29635 29650
7 29650 29665
7 29665 29680
7 29680 29695
7 29695 29720
7 29720 29745
7 29745 29760
7 29760 29785
7 29785 29810
7 29810 29835
7 29835 29850
7 29850 29875
7 29875 29890
7 29890 29905
7 29905 29920
7 29920 29945
7 29945 29960
7 29960 29985
7 29985 30010
7 30010 30025
7 30025 30050
7 30050 30075
11 29775 29800
8 29825 29850
8 29855 29880
8 30045 30070
1 29690 29715
1 29715 29740
1 29740 29755
1 29755 29770
1 29770 29795
1 29795 29820
1 29820 29835
1 29835 29850
1 29850 29865
1 29865 29890
1 29890 29915
1 29915 29940
1 29940 29965
1 29965 29990
1 29990 30015
1 30015 30040
1 30040 30055
1 30055 30080
1 30080 30095
1 30095 30110
1 30110 30135
1 30135 30160
1 30160 30185
1 30185 30210
5 29570 29585
5 29585 29610
5 29610 29635
5 29635 29650
5 29650 29675
5 29675 29700
5 29700 29725
5 29725 29750
5 29750 29775
5 29775 29800
5 29800 29825
5 29825 29850
5 29850 29875
5 29875 29900
5 29900 29925
5 29925 29940
5 29940 29955
5 29955 29970
5 29970 29995
5 29995 30010
5 30010 30035
5 30035 30050
5 30050 30065
5 30065 30080
5 30080 30105
5 30105 30130
5 30130 30155
5 30155 30180
8 30100 30125
8 30280 30305
8 30330 30355
6 30070 30095
6 30095 30120
6 30120 30135
6 30135 30160
6 30160 30185
6 30185 30200
6 30200 30225
6 30225 30250
6 30295 30320
1 30210 30235
1 30235 30260
1 30260 30275
1 30275 30290
1 30290 30305
1 30305 30330
1 30330 30345
1 30345 30370
1 30370 30385
1 30385 30410
1 30410 30435
1 30435 30450
1 30450 30465
1 30465 30490
1 30490 30515
1 30515 30540
1 30540 30565
1 30565 30590
1 30590 30605
1 30605 30620
1 30620 30635
1 30635 30650
1 30650 30675
1 30675 30690
7 30075 30090
7 30090 30105
7 30105 30120
7 30120 30145
7 30145 30170
7 30170 30195
7 30195 30220
7 30220 30245
7 30245 30270
7 30270 30285
7 30285 30310
7 30310 30335
7 30335 30360
7 30360 30385
7 30385 30410
7 30410 30435
7 30435 30450
7 30450 30475
7 30475 30500
7 30500 30525
7 30525 30550
7 30550 30575
7 30575 30590
7 30590 30605
7 30605 30630
7 30630 30655
8 30370 30385
8 30385 30410
8 30410 30435
8 30610 30625
8 30625 30640
8 30640 30665
5 30180 30195
5 30195 30220
5 30220 30245
5 30245 30270
5 30270 30295
5 30295 30320
5 30320 30345
5 30345 30370
5 30370 30395
5 30395 30420
5 30420 30435
5 30435 30450
5 30450 30475
5 30475 30500
5 30500 30515
5 30515 30530
5 30530 30555
5 30555 30570
5 30570 30595
5 30595 30620
5 30620 30645
5 30645 30670
5 30670 30685
5 30685 30710
5 30710 30725
5 30725 30750
5 30750 30775
5 30775 30800
5 30800 30815
6 30435 30460
6 30460 30475
6 30475 30490
6 30490 30505
6 30505 30530
6 30530 30545
6 30545 30570
6 30570 30595
6 30595 30610
6 30610 30635
6 30635 30650
6 30650 30675
6 30675 30690
6 30690 30705
6 30705 30730
6 30730 30745
6 30745 30770
6 30775 30800
6 30805 30820
9 30630 30655
8 30665 30680
8 30680 30705
8 30705 30730
6 30820 30845
6 30845 30870
6 30910 30935
6 30935 30960
6 30990 31015
1 30690 30705
1 30705 30730
1 30730 30755
1 30755 30780
1 30780 30805
1 30805 30830
1 30830 30855
1 30855 30880
1 30880 30905
1 30905 30920
1 30920 30945
1 30945 30970
1 30970 30985
1 30985 31000
1 31000 31025
1 31025 31050
1 31050 31075
1 31075 31100
1 31100 31115
1 31115 31130
1 31130 31155
1 31155 31180
7 30655 30680
7 30680 30705
7 30705 30730
7 30730 30745
7 30745 30770
7 30770 30785
7 30785 30810
7 30810 30825
7 30825 30850
7 30850 30875
7 30875 30900
7 30900 30925
7 30925 30950
7 30950 30965
7 30965 30990
7 30990 31015
7 31015 31030
7 31030 31055
7 31055 31080
7 31080 31105
7 31105 31120
7 31120 31145
7 31145 31160
7 31160 31175
7 31175 31200
7 31200 31225
8 31120 31145
5 30815 30840
5 30840 30865
5 30865 30890
5 30890 30905
5 30905 30920
5 30920 30935
5 30935 30960
5 30960 30985
5 30985 31010
5 31010 31035
5 31035 31060
5 31060 31085
5 31085 31110
5 31110 31135
5 31135 31160
5 31160 31185
5 31185 31210
5 31210 31235
5 31235 31260
5 31260 31285
5 31285 31300
5 31300 31325
5 31325 31340
5 31340 31365
5 31365 31390
6 31165 31190
6 31225 31250
6 31250 31275
6 31285 31310
6 31310 31335
6 31340 31365
8 31210 31235
8 31330 31355
5 31440 31465
5 31480 31505
5 31535 31560
6 31535 31560
6 31610 31635
6 31650 31675
1 31180 31205
1 31205 31220
1 31220 31235
1 31235 31250
1 31250 31275
1 31275 31300
1 31300 31325
1 31325 31340
1 31340 31365
1 31365 31390
1 31390 31415
1 31415 31440
1 31440 31455
1 31455 31480
1 31480 31505
1 31505 31530
1 31530 31545
1 31545 31570
1 31570 31595
1 31595 31620
1 31620 31645
1 31645 31660
1 31660 31685
1 31685 31710
